No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
20182,2015,4,21,21,1,11,13,18,8,55.41,1021,17,NW,3,1.7,2.5
20183,2015,4,21,22,1,9,10,16,10,72.04,1022,15,NW,6,0.5,3
20184,2015,4,21,23,1,9,9,18,10,72.04,1023,15,NW,10,0.5,3.5
20185,2015,4,22,0,1,7,8,15,10,72.04,1023,15,NW,14,0.1,3.6
20186,2015,4,22,1,1,7,7,13,10,76.84,1022,14,NW,18,0.4,4
20187,2015,4,22,2,1,8,7,12,9,67.36,1021,15,NW,22,0.1,4.1
20188,2015,4,22,3,1,7,7,15,9,67.36,1021,15,NW,25,0.1,4.2
20189,2015,4,22,4,1,8,8,19,8,59.04,1020,16,NW,27,0,0
20190,2015,4,22,5,1,8,9,11,9,67.36,1020,15,NW,29,0,0
20191,2015,4,22,6,1,12,13,24,9,67.36,1021,15,cv,0,0,0
20192,2015,4,22,7,1,13,16,20,9,71.85,1021,14,cv,1,0.1,0.1
20193,2015,4,22,8,1,16,16,24,10,76.84,1023,14,SW,2,0.2,0.3
20194,2015,4,22,9,1,29,24,40,11,77.01,1023,15,SW,4,0,0
20195,2015,4,22,10,1,36,31,44,12,82.27,1024,15,SW,7,0,0
20196,2015,4,22,11,1,38,31,41,12,77.17,1024,16,SW,9,0,0
20197,2015,4,22,12,1,42,32,39,12,77.17,1023,16,SW,11,0,0
20198,2015,4,22,13,1,32,29,42,12,77.17,1023,16,SW,13,0,0
20199,2015,4,22,14,1,38,30,41,11,72.23,1022,16,SW,15,0,0
20200,2015,4,22,15,1,36,31,39,12,77.17,1022,16,SW,17,0,0
20201,2015,4,22,16,1,33,29,40,12,72.42,1021,17,SW,19,0,0
20202,2015,4,22,17,1,32,35,50,13,77.32,1021,17,SW,21,0,0
20203,2015,4,22,18,1,34,42,42,12,77.17,1021,16,SW,22,0,0
20204,2015,4,22,19,1,37,47,47,12,77.17,1021,16,SW,23,0,0
20205,2015,4,22,20,1,39,50,47,12,82.27,1021,15,cv,1,0,0
20206,2015,4,22,21,1,42,54,44,12,82.27,1022,15,cv,2,0,0
20207,2015,4,22,22,1,42,48,48,13,87.84,1022,15,cv,2,0,0
20208,2015,4,22,23,1,48,46,59,11,77.01,1022,15,cv,3,0,0
20209,2015,4,23,0,1,37,45,53,11,77.01,1022,15,SW,1,0,0
20210,2015,4,23,1,1,34,45,54,11,77.01,1022,15,cv,0,0,0
20211,2015,4,23,2,1,34,32,46,11,82.14,1021,14,SW,1,0,0
20212,2015,4,23,3,1,34,33,43,11,82.14,1021,14,cv,0,0,0
20213,2015,4,23,4,1,30,38,52,11,82.14,1020,14,cv,0,0,0
20214,2015,4,23,5,1,39,35,49,12,87.75,1020,14,cv,0,0,0
20215,2015,4,23,6,1,47,33,55,12,87.75,1020,14,cv,0,0,0
20216,2015,4,23,7,1,46,36,57,12,87.75,1021,14,cv,1,0,0
20217,2015,4,23,8,1,46,38,56,12,87.75,1021,14,cv,1,0,0
20218,2015,4,23,9,1,48,35,65,12,82.27,1022,15,SW,1,0,0
20219,2015,4,23,10,1,53,36,58,12,67.99,1022,18,cv,0,0,0
20220,2015,4,23,11,1,59,40,61,12,63.87,1023,19,cv,1,0,0
20221,2015,4,23,12,1,53,34,55,12,60.03,1022,20,cv,2,0,0
20222,2015,4,23,13,1,43,33,47,10,49.42,1022,21,cv,3,0,0
20223,2015,4,23,14,1,38,31,46,9,49.15,1021,20,cv,4,0,0
20224,2015,4,23,15,1,36,37,45,10,52.56,1020,20,cv,5,0,0
20225,2015,4,23,16,1,51,45,60,9,49.15,1020,20,cv,5,0,0
20226,2015,4,23,17,1,58,57,67,10,52.56,1020,20,cv,6,0,0
20227,2015,4,23,18,1,54,54,77,11,56.19,1020,20,SE,3,0,0
20228,2015,4,23,19,1,43,49,69,11,59.78,1021,19,SE,6,0,0
20229,2015,4,23,20,1,32,35,54,11,59.78,1021,19,SE,8,0,0
20230,2015,4,23,21,1,32,37,54,12,72.42,1022,17,SW,2,0,0
20231,2015,4,23,22,1,35,36,52,11,67.78,1023,17,SW,4,0,0
20232,2015,4,23,23,1,32,30,46,12,72.42,1024,17,SW,6,0,0
20233,2015,4,24,0,1,29,31,45,11,72.23,1024,16,SW,9,0,0
20234,2015,4,24,1,1,33,30,45,12,77.17,1023,16,SW,11,0,0
20235,2015,4,24,2,1,31,29,44,11,77.01,1023,15,SE,2,0,0
20236,2015,4,24,3,1,30,26,36,11,82.14,1022,14,cv,1,0,0
20237,2015,4,24,4,1,31,25,39,11,82.14,1022,14,SE,1,0,0
20238,2015,4,24,5,1,31,25,44,11,87.66,1022,13,cv,0,0,0
20239,2015,4,24,6,1,30,25,35,11,93.6,1022,12,cv,0,0,0
20240,2015,4,24,7,1,29,30,43,11,87.66,1023,13,cv,0,0,0
20241,2015,4,24,8,1,31,28,36,13,87.84,1023,15,cv,0,0,0
20242,2015,4,24,9,1,37,31,46,12,72.42,1024,17,cv,0,0,0
20243,2015,4,24,10,1,44,43,NA,12,63.87,1024,19,SW,2,0,0
20244,2015,4,24,11,1,56,56,NA,12,53.1,1024,22,cv,1,0,0
20245,2015,4,24,12,1,61,67,75,10,46.49,1023,22,NE,2,0,0
20246,2015,4,24,13,1,61,65,68,11,44.04,1022,24,cv,1,0,0
20247,2015,4,24,14,1,61,61,69,10,41.2,1021,24,NE,2,0,0
20248,2015,4,24,15,1,61,55,62,11,41.49,1020,25,cv,2,0,0
20249,2015,4,24,16,1,61,48,62,8,33.92,1020,25,cv,3,0,0
20250,2015,4,24,17,1,61,48,59,9,34.21,1019,26,cv,5,0,0
20251,2015,4,24,18,1,61,48,65,10,38.82,1019,25,SE,2,0,0
20252,2015,4,24,19,1,61,46,67,11,44.04,1019,24,SE,5,0,0
20253,2015,4,24,20,1,61,50,71,12,53.1,1020,22,SE,9,0,0
20254,2015,4,24,21,1,61,54,62,12,56.44,1021,21,SE,12,0,0
20255,2015,4,24,22,1,61,53,64,11,52.83,1022,21,SE,15,0,0
20256,2015,4,24,23,1,61,51,59,11,56.19,1022,20,SE,18,0,0
20257,2015,4,25,0,1,61,55,51,12,63.87,1022,19,cv,1,0,0
20258,2015,4,25,1,1,13,52,45,12,63.87,1022,19,cv,1,0,0
20259,2015,4,25,2,1,33,44,48,13,77.32,1021,17,cv,1,0,0
20260,2015,4,25,3,1,30,42,44,13,72.6,1021,18,cv,1,0,0
20261,2015,4,25,4,1,32,44,44,13,72.6,1021,18,cv,1,0,0
20262,2015,4,25,5,1,43,44,40,14,77.48,1021,18,cv,1,0,0
20263,2015,4,25,6,1,54,48,55,13,72.6,1022,18,NW,1,0,0
20264,2015,4,25,7,1,47,45,63,14,82.52,1022,17,cv,0,0,0
20265,2015,4,25,8,1,48,47,69,14,77.48,1022,18,cv,0,0,0
20266,2015,4,25,9,1,46,48,62,14,68.4,1022,20,cv,0,0,0
20267,2015,4,25,10,1,57,52,62,13,60.27,1022,21,cv,1,0,0
20268,2015,4,25,11,1,63,56,65,13,50.24,1022,24,cv,2,0,0
20269,2015,4,25,12,1,67,55,70,13,50.24,1021,24,cv,3,0,0
20270,2015,4,25,13,1,63,57,70,14,47.61,1020,26,cv,4,0,0
20271,2015,4,25,14,1,58,55,67,11,39.1,1019,26,cv,5,0,0
20272,2015,4,25,15,1,50,50,61,11,36.87,1018,27,cv,6,0,0
20273,2015,4,25,16,1,47,49,66,10,36.58,1016,26,cv,7,0,0
20274,2015,4,25,17,1,43,46,58,10,36.58,1016,26,NE,2,0,0
20275,2015,4,25,18,1,50,49,75,15,68.61,1016,21,NE,5,0,0
20276,2015,4,25,19,1,57,60,92,16,82.77,1016,19,cv,1,0,0
20277,2015,4,25,20,1,56,63,85,15,72.96,1017,20,NW,2,0,0
20278,2015,4,25,21,1,55,55,77,16,82.77,1018,19,cv,1,0,0
20279,2015,4,25,22,1,70,62,84,16,82.77,1019,19,cv,1,0,0
20280,2015,4,25,23,1,69,67,92,16,82.77,1019,19,NW,2,0,0
20281,2015,4,26,0,1,70,67,90,16,82.77,1019,19,cv,1,0,0
20282,2015,4,26,1,1,72,79,99,17,88.2,1018,19,cv,1,0,0
20283,2015,4,26,2,1,80,82,93,16,88.11,1018,18,cv,1,0,0
20284,2015,4,26,3,1,83,82,94,16,88.11,1017,18,cv,1,0,0
20285,2015,4,26,4,1,78,83,106,16,88.11,1017,18,cv,1,0,0
20286,2015,4,26,5,1,80,88,109,16,93.84,1017,17,cv,2,0,0
20287,2015,4,26,6,1,86,81,118,15,88.02,1017,17,cv,2,0,0
20288,2015,4,26,7,1,101,82,139,15,88.02,1017,17,cv,2,0,0
20289,2015,4,26,8,1,92,107,150,17,93.89,1018,18,cv,2,0,0
20290,2015,4,26,9,1,80,108,141,15,72.96,1018,20,cv,3,0,0
20291,2015,4,26,10,1,91,106,122,15,60.74,1018,23,cv,4,0,0
20292,2015,4,26,11,1,91,105,111,14,53.62,1018,24,cv,5,0,0
20293,2015,4,26,12,1,90,104,98,14,50.51,1017,25,cv,7,0,0
20294,2015,4,26,13,1,89,93,95,15,53.88,1016,25,cv,8,0,0
20295,2015,4,26,14,1,78,85,93,15,50.78,1015,26,cv,9,0,0
20296,2015,4,26,15,1,62,70,79,12,39.39,1014,27,cv,10,0,0
20297,2015,4,26,16,1,72,63,88,12,39.39,1013,27,cv,11,0,0
20298,2015,4,26,17,1,70,62,83,12,41.78,1012,26,SW,2,0,0
20299,2015,4,26,18,1,72,61,85,12,41.78,1012,26,cv,1,0,0
20300,2015,4,26,19,1,81,64,95,14,50.51,1012,25,cv,1,0,0
20301,2015,4,26,20,1,86,75,117,15,64.54,1013,22,cv,1,0,0
20302,2015,4,26,21,1,90,82,124,16,73.14,1013,21,cv,1,0,0
20303,2015,4,26,22,1,98,91,120,14,60.51,1014,22,SW,2,0,0
20304,2015,4,26,23,1,86,92,108,14,64.32,1014,21,cv,0,0,0
20305,2015,4,27,0,1,91,96,107,15,68.61,1014,21,SW,1,0,0
20306,2015,4,27,1,1,103,101,118,14,64.32,1014,21,cv,1,0,0
20307,2015,4,27,2,1,116,99,134,15,72.96,1013,20,cv,1,0,0
20308,2015,4,27,3,1,118,97,120,15,77.64,1012,19,cv,1,0,0
20309,2015,4,27,4,1,118,96,119,15,82.65,1012,18,cv,1,0,0
20310,2015,4,27,5,1,118,96,135,15,82.65,1013,18,cv,1,0,0
20311,2015,4,27,6,1,135,100,139,15,82.65,1013,18,cv,1,0,0
20312,2015,4,27,7,1,143,113,151,15,88.02,1014,17,cv,1,0,0
20313,2015,4,27,8,1,137,141,172,17,88.2,1014,19,cv,1,0,0
20314,2015,4,27,9,1,123,138,120,16,68.81,1015,22,cv,1,0,0
20315,2015,4,27,10,1,100,124,113,15,53.88,1015,25,cv,2,0,0
20316,2015,4,27,11,1,96,115,131,12,44.33,1015,25,SW,2,0,0
20317,2015,4,27,12,1,85,84,103,12,39.39,1014,27,cv,2,0,0
20318,2015,4,27,13,1,64,66,65,11,34.78,1013,28,cv,4,0,0
20319,2015,4,27,14,1,74,78,68,12,35.06,1012,29,cv,6,0,0
20320,2015,4,27,15,1,62,72,73,12,33.11,1011,30,cv,7,0,0
20321,2015,4,27,16,1,61,70,83,11,30.99,1010,30,cv,8,0,0
20322,2015,4,27,17,1,68,68,81,10,27.38,1010,31,cv,8,0,0
20323,2015,4,27,18,1,70,66,78,11,30.99,1010,30,cv,8,0,0
20324,2015,4,27,19,1,72,72,77,13,39.67,1010,28,SW,2,0,0
20325,2015,4,27,20,1,77,73,80,14,50.51,1011,25,SW,4,0,0
20326,2015,4,27,21,1,87,72,101,14,56.95,1011,23,cv,0,0,0
20327,2015,4,27,22,1,105,109,144,14,56.95,1012,23,SW,2,0,0
20328,2015,4,27,23,1,113,119,147,14,56.95,1012,23,SW,4,0,0
20329,2015,4,28,0,1,121,118,141,14,60.51,1012,22,SW,6,0,0
20330,2015,4,28,1,1,130,122,144,14,64.32,1011,21,SW,8,0,0
20331,2015,4,28,2,1,138,126,143,15,72.96,1011,20,cv,0,0,0
20332,2015,4,28,3,1,137,124,148,14,68.4,1011,20,cv,1,0,0
20333,2015,4,28,4,1,139,123,149,14,77.48,1010,18,cv,1,0,0
20334,2015,4,28,5,1,137,124,148,15,82.65,1010,18,cv,1,0,0
20335,2015,4,28,6,1,138,127,167,15,88.02,1011,17,cv,1,0,0
20336,2015,4,28,7,1,146,134,185,15,88.02,1012,17,cv,1,0,0
20337,2015,4,28,8,1,166,149,177,16,77.79,1012,20,SW,1,0,0
20338,2015,4,28,9,1,191,166,182,16,68.81,1013,22,SW,3,0,0
20339,2015,4,28,10,1,143,139,162,15,57.2,1013,24,cv,1,0,0
20340,2015,4,28,11,1,112,108,115,15,47.88,1013,27,cv,2,0,0
20341,2015,4,28,12,1,84,85,90,13,35.35,1013,30,cv,3,0,0
20342,2015,4,28,13,1,84,73,80,13,33.39,1012,31,cv,4,0,0
20343,2015,4,28,14,1,65,68,69,10,27.38,1011,31,cv,5,0,0
20344,2015,4,28,15,1,62,61,71,10,24.46,1010,33,cv,7,0,0
20345,2015,4,28,16,1,63,56,67,9,24.19,1009,32,NE,2,0,0
20346,2015,4,28,17,1,63,51,64,11,29.27,1009,31,cv,0,0,0
20347,2015,4,28,18,1,65,49,71,10,25.87,1009,32,cv,0,0,0
20348,2015,4,28,19,1,73,60,72,10,28.99,1009,30,cv,1,0,0
20349,2015,4,28,20,1,78,70,89,12,41.78,1010,26,cv,1,0,0
20350,2015,4,28,21,1,89,81,94,14,53.62,1010,24,SW,1,0,0
20351,2015,4,28,22,1,95,85,103,15,64.54,1011,22,cv,0,0,0
20352,2015,4,28,23,1,95,90,113,15,68.61,1011,21,cv,0,0,0
20353,2015,4,29,0,1,98,98,117,15,68.61,1011,21,cv,1,0,0
20354,2015,4,29,1,1,103,89,132,15,68.61,1011,21,cv,2,0,0
20355,2015,4,29,2,1,121,84,151,15,77.64,1011,19,cv,2,0,0
20356,2015,4,29,3,1,133,96,149,16,82.77,1010,19,cv,2,0,0
20357,2015,4,29,4,1,133,107,146,15,82.65,1010,18,cv,3,0,0
20358,2015,4,29,5,1,125,112,169,15,82.65,1010,18,SW,1,0,0
20359,2015,4,29,6,1,118,112,152,15,88.02,1011,17,SW,3,0,0
20360,2015,4,29,7,1,117,125,141,14,72.78,1012,19,SW,4,0,0
20361,2015,4,29,8,1,162,219,175,14,60.51,1012,22,cv,1,0,0
20362,2015,4,29,9,1,144,224,209,14,53.62,1013,24,cv,2,0,0
20363,2015,4,29,10,1,153,203,182,14,44.89,1013,27,NE,2,0,0
20364,2015,4,29,11,1,130,142,102,12,33.11,1013,30,cv,0,0,0
20365,2015,4,29,12,1,59,60,56,12,31.27,1012,31,cv,1,0,0
20366,2015,4,29,13,1,41,55,59,9,22.87,1011,33,cv,3,0,0
20367,2015,4,29,14,1,46,48,53,9,22.87,1010,33,cv,5,0,0
20368,2015,4,29,15,1,42,40,49,9,22.87,1009,33,SW,3,0,0
20369,2015,4,29,16,1,37,36,49,7,18.88,1008,34,cv,1,0,0
20370,2015,4,29,17,1,36,40,49,8,20.21,1007,34,cv,4,0,0
20371,2015,4,29,18,1,40,45,54,8,22.61,1006,32,cv,6,0,0
20372,2015,4,29,19,1,44,59,68,7,22.35,1006,31,SE,2,0,0
20373,2015,4,29,20,1,61,72,89,11,34.78,1007,28,SW,2,0,0
20374,2015,4,29,21,1,71,82,76,10,34.49,1007,27,cv,1,0,0
20375,2015,4,29,22,1,75,94,84,11,39.1,1008,26,cv,1,0,0
20376,2015,4,29,23,1,75,99,88,11,36.87,1008,27,cv,2,0,0
20377,2015,4,30,0,1,79,98,88,14,50.51,1008,25,cv,2,0,0
20378,2015,4,30,1,1,84,97,108,15,57.2,1008,24,cv,2,0,0
20379,2015,4,30,2,1,90,95,117,15,60.74,1007,23,cv,2,0,0
20380,2015,4,30,3,1,94,93,116,15,57.2,1006,24,SW,1,0,0
20381,2015,4,30,4,1,101,94,116,16,64.76,1006,23,cv,0,0,0
20382,2015,4,30,5,1,110,103,113,16,68.81,1006,22,cv,0,0,0
20383,2015,4,30,6,1,146,152,132,16,68.81,1006,22,cv,0,0,0
20384,2015,4,30,7,1,159,183,183,14,56.95,1006,23,cv,0,0,0
20385,2015,4,30,8,1,155,179,197,16,60.98,1006,24,cv,1,0,0
20386,2015,4,30,9,1,146,157,158,13,39.67,1007,28,cv,2,0,0
20387,2015,4,30,10,1,124,121,145,14,39.96,1007,29,cv,2,0,0
20388,2015,4,30,11,1,104,114,121,14,37.73,1007,30,cv,3,0,0
20389,2015,4,30,12,1,110,73,95,15,40.24,1006,30,SW,3,0,0
20390,2015,4,30,13,1,71,46,58,15,40.24,1005,30,cv,1,0,0
20391,2015,4,30,14,1,52,56,48,14,35.63,1004,31,NW,2,0,0
20392,2015,4,30,15,1,52,55,52,13,33.39,1003,31,NE,3,0,0
20393,2015,4,30,16,1,55,53,57,14,42.34,1002,28,NE,7,0,0
20394,2015,4,30,17,1,58,48,55,16,48.15,1002,28,NW,3,0,0
20395,2015,4,30,18,1,61,58,86,18,61.44,1001,26,NE,3,0.1,0.1
20396,2015,4,30,19,1,57,59,62,18,69.2,1003,24,NW,2,26.3,26.4
20397,2015,4,30,20,1,61,61,71,19,83.13,1004,22,NW,5,9.5,35.9
20398,2015,4,30,21,1,54,55,66,19,83.13,1005,22,cv,1,0,0
20399,2015,4,30,22,1,51,55,59,19,88.37,1005,21,NW,2,0,0
20400,2015,4,30,23,1,52,61,68,19,88.37,1005,21,NW,4,0,0
20401,2015,5,1,0,1,58,62,72,19,88.37,1006,21,SW,3,0,0
20402,2015,5,1,1,1,72,62,72,19,88.37,1005,21,cv,1,0,0
20403,2015,5,1,2,1,68,64,60,19,88.37,1005,21,cv,2,0,0
20404,2015,5,1,3,1,33,34,51,19,88.37,1005,21,cv,2,0.5,0.5
20405,2015,5,1,4,1,4,6,NA,16,82.77,1005,19,NW,8,0.3,0.8
20406,2015,5,1,5,1,3,4,NA,16,88.11,1006,18,NE,4,0,0
20407,2015,5,1,6,1,4,4,4,15,88.02,1007,17,NE,9,0,0
20408,2015,5,1,7,1,5,6,10,14,82.52,1008,17,NE,13,0,0
20409,2015,5,1,8,1,7,11,8,13,72.6,1009,18,cv,1,0,0
20410,2015,5,1,9,1,10,11,10,14,72.78,1010,19,cv,2,0,0
20411,2015,5,1,10,1,12,13,23,14,64.32,1011,21,SW,3,0,0
20412,2015,5,1,11,1,13,15,19,15,60.74,1011,23,SW,6,0,0
20413,2015,5,1,12,1,16,17,22,14,53.62,1011,24,SW,10,0,0
20414,2015,5,1,13,1,17,24,26,14,56.95,1010,23,SW,14,0,0
20415,2015,5,1,14,1,15,25,30,12,44.33,1009,25,SW,17,0,0
20416,2015,5,1,15,1,14,24,35,12,41.78,1008,26,SW,20,0,0
20417,2015,5,1,16,1,17,22,33,12,41.78,1008,26,SW,23,0,0
20418,2015,5,1,17,1,19,22,34,10,34.49,1008,27,SW,25,0,0
20419,2015,5,1,18,1,20,22,38,11,39.1,1008,26,SW,28,0,0
20420,2015,5,1,19,1,24,24,29,11,44.04,1008,24,SW,31,0,0
20421,2015,5,1,20,1,23,26,33,12,53.1,1009,22,SW,33,0,0
20422,2015,5,1,21,1,29,21,35,11,49.7,1010,22,SW,35,0,0
20423,2015,5,1,22,1,36,24,35,13,64.09,1011,20,NW,1,0,0
20424,2015,5,1,23,1,37,29,39,13,68.2,1011,19,NW,2,0,0
20425,2015,5,2,0,1,48,39,42,14,77.48,1011,18,SW,1,0,0
20426,2015,5,2,1,1,50,42,55,14,72.78,1011,19,SW,3,0,0
20427,2015,5,2,2,1,49,36,54,13,72.6,1011,18,cv,0,0,0
20428,2015,5,2,3,1,52,32,52,14,82.52,1010,17,cv,1,0,0
20429,2015,5,2,4,1,52,33,60,14,82.52,1010,17,cv,1,0,0
20430,2015,5,2,5,1,62,36,55,14,87.93,1010,16,cv,1,0,0
20431,2015,5,2,6,1,80,41,68,14,87.93,1010,16,cv,2,0,0
20432,2015,5,2,7,1,82,49,73,14,87.93,1011,16,cv,2,0,0
20433,2015,5,2,8,1,77,63,81,15,72.96,1011,20,cv,2,0,0
20434,2015,5,2,9,1,61,63,71,13,53.36,1012,23,cv,2,0,0
20435,2015,5,2,10,1,53,58,65,11,39.1,1012,26,cv,3,0,0
20436,2015,5,2,11,1,37,48,49,9,32.25,1012,27,cv,5,0,0
20437,2015,5,2,12,1,32,29,42,9,32.25,1012,27,SW,3,0,0
20438,2015,5,2,13,1,27,27,40,9,28.71,1011,29,SE,3,0,0
20439,2015,5,2,14,1,27,26,42,8,25.33,1010,30,cv,3,0,0
20440,2015,5,2,15,1,26,25,36,8,25.33,1008,30,cv,6,0,0
20441,2015,5,2,16,1,26,24,37,7,22.35,1007,31,SE,5,0,0
20442,2015,5,2,17,1,27,27,37,7,25.06,1007,29,cv,4,0,0
20443,2015,5,2,18,1,29,30,32,7,26.55,1006,28,SW,4,0,0
20444,2015,5,2,19,1,36,35,41,9,32.25,1007,27,SE,4,0,0
20445,2015,5,2,20,1,37,33,42,10,38.82,1007,25,SW,2,0,0
20446,2015,5,2,21,1,33,36,48,11,44.04,1008,24,SW,4,0,0
20447,2015,5,2,22,1,45,49,64,9,36.29,1008,25,SE,2,0,0
20448,2015,5,2,23,1,52,59,78,10,41.2,1009,24,cv,1,0,0
20449,2015,5,3,0,1,54,94,69,11,46.78,1009,23,SW,1,0,0
20450,2015,5,3,1,1,61,98,116,14,60.51,1009,22,cv,0,0,0
20451,2015,5,3,2,1,67,99,122,13,56.69,1008,22,cv,0,0,0
20452,2015,5,3,3,1,67,95,75,14,60.51,1008,22,cv,0,0,0
20453,2015,5,3,4,1,79,88,89,14,60.51,1008,22,cv,0,0,0
20454,2015,5,3,5,1,76,96,86,15,68.61,1009,21,cv,0,0,0
20455,2015,5,3,6,1,74,90,96,15,72.96,1009,20,cv,0,0,0
20456,2015,5,3,7,1,85,98,91,12,49.97,1011,23,NE,2,0,0
20457,2015,5,3,8,1,86,97,91,14,60.51,1012,22,cv,1,0,0
20458,2015,5,3,9,1,71,71,75,15,60.74,1013,23,cv,2,0,0
20459,2015,5,3,10,1,41,31,38,14,53.62,1014,24,NE,5,0,0
20460,2015,5,3,11,1,20,21,28,11,44.04,1014,24,NE,12,0,0
20461,2015,5,3,12,1,17,19,20,9,40.92,1015,23,NE,20,0,0
20462,2015,5,3,13,1,16,17,25,8,38.24,1015,23,NE,26,0,0
20463,2015,5,3,14,1,15,15,20,8,38.24,1015,23,NE,31,0,0
20464,2015,5,3,15,1,15,15,24,7,35.71,1014,23,NE,35,0,0
20465,2015,5,3,16,1,17,17,21,9,40.92,1014,23,NW,3,0,0
20466,2015,5,3,17,1,20,17,21,9,43.47,1013,22,NW,5,0,0
20467,2015,5,3,18,1,28,19,27,9,43.47,1014,22,cv,1,0,0
20468,2015,5,3,19,1,30,35,35,10,46.49,1014,22,cv,1,0,0
20469,2015,5,3,20,1,32,38,41,11,52.83,1014,21,cv,1,0,0
20470,2015,5,3,21,1,48,35,45,11,52.83,1015,21,SW,2,0,0
20471,2015,5,3,22,1,56,45,60,12,60.03,1016,20,SW,4,0,0
20472,2015,5,3,23,1,58,51,58,13,64.09,1017,20,SW,6,0,0
20473,2015,5,4,0,1,38,54,44,13,68.2,1017,19,cv,1,0,0
20474,2015,5,4,1,1,12,36,23,12,63.87,1018,19,NW,2,0,0
20475,2015,5,4,2,1,6,8,12,10,55.93,1017,19,NE,5,0,0
20476,2015,5,4,3,1,9,9,16,10,59.54,1017,18,NE,8,0,0
20477,2015,5,4,4,1,12,14,18,9,52.3,1017,19,NW,3,0,0
20478,2015,5,4,5,1,17,12,25,9,55.67,1017,18,NW,4,0,0
20479,2015,5,4,6,1,16,13,24,11,63.64,1017,18,SW,2,0,0
20480,2015,5,4,7,1,24,21,28,11,63.64,1018,18,SW,4,0,0
20481,2015,5,4,8,1,30,28,28,12,63.87,1018,19,SW,6,0,0
20482,2015,5,4,9,1,20,18,27,12,56.44,1019,21,SW,8,0,0
20483,2015,5,4,10,1,18,16,26,11,49.7,1020,22,cv,1,0,0
20484,2015,5,4,11,1,15,19,18,8,36,1019,24,cv,2,0,0
20485,2015,5,4,12,1,15,16,25,7,33.63,1018,24,NE,3,0,0
20486,2015,5,4,13,1,12,14,24,6,29.57,1018,25,NW,3,0,0
20487,2015,5,4,14,1,15,17,27,7,28.15,1016,27,cv,3,0,0
20488,2015,5,4,15,1,18,18,30,7,29.86,1015,26,NW,3,0,0
20489,2015,5,4,16,1,18,17,24,6,29.57,1014,25,NE,4,0,0
20490,2015,5,4,17,1,19,16,23,8,33.92,1014,25,NW,3,0,0
20491,2015,5,4,18,1,17,17,24,7,29.86,1013,26,NW,5,0,0
20492,2015,5,4,19,1,20,18,28,6,29.57,1013,25,NE,2,0,0
20493,2015,5,4,20,1,23,23,34,9,40.92,1014,23,SW,2,0,0
20494,2015,5,4,21,1,27,28,34,9,40.92,1014,23,cv,1,0,0
20495,2015,5,4,22,1,36,54,51,10,46.49,1015,22,cv,2,0,0
20496,2015,5,4,23,1,64,71,83,11,49.7,1014,22,SE,4,0,0
20497,2015,5,5,0,1,67,85,73,12,56.44,1014,21,SE,7,0,0
20498,2015,5,5,1,1,73,84,83,12,60.03,1014,20,SE,10,0,0
20499,2015,5,5,2,1,77,74,90,13,64.09,1013,20,SE,12,0,0
20500,2015,5,5,3,1,75,67,64,13,68.2,1012,19,SE,14,0,0
20501,2015,5,5,4,1,61,39,64,13,68.2,1012,19,SE,16,0,0
20502,2015,5,5,5,1,47,35,43,13,72.6,1012,18,NE,1,0,0
20503,2015,5,5,6,1,35,32,36,12,63.87,1011,19,NE,4,0,0
20504,2015,5,5,7,1,29,31,37,12,63.87,1012,19,NE,7,0,0
20505,2015,5,5,8,1,32,36,41,12,63.87,1012,19,NE,9,0,0
20506,2015,5,5,9,1,35,39,40,12,60.03,1012,20,cv,2,0,0
20507,2015,5,5,10,1,38,38,46,12,60.03,1011,20,cv,3,0,0
20508,2015,5,5,11,1,47,51,63,12,53.1,1011,22,cv,4,0,0
20509,2015,5,5,12,1,57,64,70,12,47.05,1010,24,cv,5,0,0
20510,2015,5,5,13,1,61,66,75,12,47.05,1009,24,cv,7,0,0
20511,2015,5,5,14,1,62,62,72,11,44.04,1008,24,cv,9,0,0
20512,2015,5,5,15,1,60,55,77,12,44.33,1007,25,NW,2,0,0
20513,2015,5,5,16,1,60,56,73,11,41.49,1006,25,cv,2,0,0
20514,2015,5,5,17,1,68,46,76,11,44.04,1006,24,cv,3,0,0
20515,2015,5,5,18,1,55,46,72,12,49.97,1006,23,NW,3,0,0
20516,2015,5,5,19,1,42,47,68,12,49.97,1007,23,NW,8,0,0
20517,2015,5,5,20,1,53,48,69,12,49.97,1009,23,NW,12,0,0
20518,2015,5,5,21,1,50,55,70,12,53.1,1010,22,NW,15,0,0
20519,2015,5,5,22,1,53,52,72,13,60.27,1011,21,NW,18,0,0
20520,2015,5,5,23,1,53,52,73,13,60.27,1012,21,NW,20,0,0
20521,2015,5,6,0,1,60,53,80,13,68.2,1012,19,NW,21,0,0
20522,2015,5,6,1,1,70,56,77,13,72.6,1011,18,SW,2,0,0
20523,2015,5,6,2,1,86,58,89,13,72.6,1011,18,cv,0,0,0
20524,2015,5,6,3,1,99,63,107,13,82.4,1010,16,cv,0,0,0
20525,2015,5,6,4,1,98,85,127,14,82.52,1010,17,cv,1,0,0
20526,2015,5,6,5,1,99,92,130,13,82.4,1010,16,SW,1,0,0
20527,2015,5,6,6,1,92,101,143,14,87.93,1010,16,cv,1,0,0
