No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
21453,2015,6,13,20,2,31,37,31,24,92,998.5,25.5,NW,5.300000072,0,0
21454,2015,6,13,21,2,15,38,15,24,93,999,25.29999924,NW,6.700000048,0,0
21455,2015,6,13,22,2,6,28,6,24.10000038,93,999.7000122,25.39999962,NW,7.900000096,0.100000001,0.100000001
21456,2015,6,13,23,2,9,22,9,23.89999962,93,999.5,25.20000076,NW,9.300000072,0,0
21457,2015,6,14,0,2,16,24,16,24.10000038,94,999.5,25.20000076,NW,10.50000012,0,0
21458,2015,6,14,1,2,18,15,18,24.10000038,94,999.2000122,25.20000076,NW,11.50000012,0,0
21459,2015,6,14,2,2,19,17,19,24,94,998.7999878,25.10000038,NE,0.899999976,0,0
21460,2015,6,14,3,2,12,20,12,24.10000038,94,998.7999878,25.20000076,SE,0.600000024,0,0
21461,2015,6,14,4,2,10,20,10,24.10000038,94,998.9000244,25.20000076,NE,0.800000012,0,0
21462,2015,6,14,5,2,18,18,18,24.10000038,94,998.9000244,25.20000076,cv,0.400000006,0,0
21463,2015,6,14,6,2,17,16,17,24.10000038,94,999.5,25.20000076,NW,1.5,0,0
21464,2015,6,14,7,2,10,22,10,24.89999962,94,999.7000122,26,cv,0.5,0.100000001,0.100000001
21465,2015,6,14,8,2,11,19,11,25.60000038,80,1000.5,29.5,SE,1.899999976,0,0
21466,2015,6,14,9,2,8,16,8,24.10000038,71,1000.299988,30,SE,5.499999881,0,0
21467,2015,6,14,10,2,17,18,17,24.10000038,70,1000.299988,30.20000076,SW,3,0,0
21468,2015,6,14,11,2,15,20,15,24.5,67,1000.299988,31.39999962,SW,6,0,0
21469,2015,6,14,12,2,19,27,19,23.70000076,64,1000,31.39999962,SE,1.799999952,0,0
21470,2015,6,14,13,2,9,24,9,20.20000076,81,1000.599976,23.70000076,SW,8,7.900000095,7.900000095
21471,2015,6,14,14,2,14,24,14,22.39999962,88,999.9000244,24.60000038,NW,1.799999952,2.599999905,10.5
21472,2015,6,14,15,2,17,23,17,22.89999962,78,999,27.10000038,NE,0.600000024,0,0
21473,2015,6,14,16,2,15,26,15,24.29999924,77,998.5,28.79999924,NE,1.300000012,0,0
21474,2015,6,14,17,2,11,30,11,25.10000038,77,998.2000122,29.60000038,SE,3.5,0,0
21475,2015,6,14,18,2,11,24,11,24.60000038,76,998.2000122,29.29999924,SE,7.299999952,0,0
21476,2015,6,14,19,2,20,21,20,24.20000076,77,998.7999878,28.70000076,SE,10.89999986,0,0
21477,2015,6,14,20,2,14,25,14,24.60000038,81,999.5999756,28.20000076,SE,13.49999976,0,0
21478,2015,6,14,21,2,12,28,12,24.5,83,1000.299988,27.70000076,SE,14.99999976,0,0
21479,2015,6,14,22,2,8,28,8,24.60000038,86,1000.700012,27.20000076,SE,16.39999974,0,0
21480,2015,6,14,23,2,10,23,10,24.5,90,1000.900024,26.29999924,SE,17.59999979,0,0
21481,2015,6,15,0,2,16,20,16,24.39999962,88,1000.799988,26.60000038,SE,18.29999977,0,0
21482,2015,6,15,1,2,9,17,9,24.89999962,89,1001.099976,26.89999962,SE,19.8999998,0,0
21483,2015,6,15,2,2,12,14,12,24.79999924,88,1001.299988,27,SW,0.899999976,0,0
21484,2015,6,15,3,2,8,21,8,24.5,88,1001.099976,26.70000076,cv,0.5,0,0
21485,2015,6,15,4,2,5,18,5,24.29999924,91,1000.799988,25.89999962,NE,0.899999976,0,0
21486,2015,6,15,5,2,3,13,3,24.29999924,93,1000.799988,25.60000038,NE,2.299999952,0,0
21487,2015,6,15,6,2,6,20,6,23.20000076,90,1001.5,25,NE,3.599999904,0,0
21488,2015,6,15,7,2,6,17,6,23.89999962,92,1001.799988,25.29999924,NE,5.199999928,0,0
21489,2015,6,15,8,2,17,12,17,24.10000038,80,1001.799988,27.89999962,NE,6.399999976,0,0
21490,2015,6,15,9,2,16,20,16,24.70000076,75,1002.099976,29.70000076,NE,7.699999928,0,0
21491,2015,6,15,10,2,12,22,12,24.39999962,73,1002.099976,29.79999924,SW,2.099999905,0,0
21492,2015,6,15,11,2,14,24,14,23.60000038,66,1002.099976,30.70000076,SW,4.599999905,0,0
21493,2015,6,15,12,2,20,23,20,23.39999962,62,1001.599976,31.60000038,SW,7.5,0,0
21494,2015,6,15,13,2,17,26,17,22.89999962,60,1000.700012,31.70000076,SW,9.799999952,0,0
21495,2015,6,15,14,2,10,20,10,25.20000076,79,1000.299988,29.29999924,SE,1,6.400000095,6.400000095
21496,2015,6,15,15,2,13,14,13,25.70000076,76,999.5999756,30.5,NE,1.200000048,0,0
21497,2015,6,15,16,2,15,19,15,22.29999924,59,999,31.29999924,SW,4.199999809,0,0
21498,2015,6,15,17,2,17,25,17,22.20000076,61,999,30.60000038,SE,2.700000048,0,0
21499,2015,6,15,18,2,11,31,11,24,75,999.2000122,28.89999962,NW,1.200000048,0,0
21500,2015,6,15,19,2,17,28,17,24.60000038,80,999.5,28.39999962,SE,0.600000024,0,0
21501,2015,6,15,20,2,16,22,16,24.39999962,78,1000.200012,28.70000076,SW,2.400000095,0,0
21502,2015,6,15,21,2,15,23,15,24.70000076,81,1000.900024,28.29999924,SW,3.500000119,0,0
21503,2015,6,15,22,2,14,25,14,24.60000038,89,1001.099976,26.60000038,SE,1.200000048,0,0
21504,2015,6,15,23,2,17,19,17,24.5,91,1001.400024,26.10000038,NE,1.200000048,0,0
21505,2015,6,16,0,2,14,20,14,24.39999962,92,1001.299988,25.89999962,NE,2.00000006,0,0
21506,2015,6,16,1,2,14,18,14,24.29999924,92,1000.799988,25.79999924,NE,2.800000072,0,0
21507,2015,6,16,2,2,9,19,9,24,92,1000.400024,25.39999962,NW,0.800000012,0,0
21508,2015,6,16,3,2,11,22,11,23.79999924,93,1000.599976,25.10000038,NW,2.099999964,0,0
21509,2015,6,16,4,2,14,21,14,23.5,93,1000.5,24.79999924,NE,1.200000048,0,0
21510,2015,6,16,5,2,14,16,14,23.60000038,94,1000.700012,24.70000076,NW,1.299999952,0,0
21511,2015,6,16,6,2,21,18,21,23.5,94,1000.799988,24.60000038,NW,2.399999976,0,0
21512,2015,6,16,7,2,19,16,19,24.79999924,94,1001.400024,25.89999962,NW,3.699999928,0,0
21513,2015,6,16,8,2,15,26,15,25.60000038,81,1001.700012,29.29999924,NE,0.899999976,0,0
21514,2015,6,16,9,2,15,25,15,23.29999924,73,1001.799988,28.70000076,SW,2.799999952,0,0
21515,2015,6,16,10,2,14,25,14,23.79999924,66,1001.799988,30.89999962,SW,5.299999952,0,0
21516,2015,6,16,11,2,20,27,20,23.20000076,62,1001.299988,31.39999962,SW,9.099999904,0,0
21517,2015,6,16,12,2,22,30,22,21.79999924,54,1000.599976,32.29999924,SW,13,0,0
21518,2015,6,16,13,2,21,29,21,21,49,999.9000244,33.20000076,SW,16.90000009,0,0
21519,2015,6,16,14,2,29,25,29,22.70000076,55,999,33,SE,3.400000095,0,0
21520,2015,6,16,15,2,19,28,19,22.60000038,56,998.5,32.59999847,SW,2.900000095,0,0
21521,2015,6,16,16,2,22,25,22,23.20000076,80,998.4000244,27,SE,3.099999905,1.5,1.5
21522,2015,6,16,17,2,14,18,14,23.60000038,84,997.7999878,26.60000038,SE,4.899999857,0,0
21523,2015,6,16,18,2,12,25,12,23.70000076,77,997.7000122,28.20000076,SE,6.799999833,0,0
21524,2015,6,16,19,2,21,28,21,24.20000076,80,997.5,28,SE,8.199999809,0,0
21525,2015,6,16,20,2,29,32,29,24.29999924,85,997.5999756,27.10000038,NE,1.100000024,0,0
21526,2015,6,16,21,2,40,38,40,24.60000038,90,998,26.39999962,NW,0.899999976,0,0
21527,2015,6,16,22,2,27,38,27,24.5,91,998.2999878,26.10000038,NW,1.799999952,0,0
21528,2015,6,16,23,2,19,35,19,24.39999962,92,998.7999878,25.89999962,NW,2.799999952,0,0
21529,2015,6,17,0,2,14,32,14,24.29999924,92,998.7999878,25.79999924,NW,3.49999994,0,0
21530,2015,6,17,1,2,16,25,16,24.39999962,92,998.5999756,25.89999962,SW,0.699999988,0,0
21531,2015,6,17,2,2,15,25,15,24.70000076,90,998.2999878,26.5,SW,1.800000012,0,0
21532,2015,6,17,3,2,14,19,14,24.29999924,90,998.0999756,26.10000038,SW,2.800000012,0,0
21533,2015,6,17,4,2,14,21,14,24.10000038,92,998.0999756,25.60000038,SW,3.5,0,0
21534,2015,6,17,5,2,14,16,14,23.89999962,92,998.2999878,25.29999924,NE,0.800000012,0,0
21535,2015,6,17,6,2,15,21,15,24,93,998.5999756,25.29999924,NW,1.399999976,0,0
21536,2015,6,17,7,2,13,21,13,24.5,93,998.7999878,25.79999924,SE,0.600000024,0,0
21537,2015,6,17,8,2,16,19,16,24.70000076,81,998.7000122,28.29999924,SW,1.299999952,0,0
21538,2015,6,17,9,2,15,23,15,24.5,74,999.0999756,29.70000076,SW,5.200000047,0,0
21539,2015,6,17,10,2,13,18,13,23.70000076,66,998.7999878,30.79999924,SW,8.799999952,0,0
21540,2015,6,17,11,2,11,22,11,22.60000038,59,998.2999878,31.60000038,SW,13.70000005,0,0
21541,2015,6,17,12,2,22,25,22,22.29999924,56,997.5999756,32.20000076,SW,18.00000024,0,0
21542,2015,6,17,13,2,15,24,15,21.70000076,53,996.9000244,32.59999847,SW,23.50000024,0,0
21543,2015,6,17,14,2,14,22,14,21.5,51,996.2999878,33,SW,27.90000033,0,0
21544,2015,6,17,15,2,16,19,16,22,51,995.7000122,33.59999847,SW,31.70000029,0,0
21545,2015,6,17,16,2,17,22,17,21.70000076,48,995.0999756,34.29999924,SW,34.60000038,0,0
21546,2015,6,17,17,2,13,21,13,23,55,994.5999756,33.29999924,SE,3.799999952,0,0
21547,2015,6,17,18,2,18,15,18,23.89999962,62,994.5999756,32.20000076,SE,7.999999761,0,0
21548,2015,6,17,19,2,19,25,19,23.89999962,65,994.7999878,31.29999924,SE,11.29999971,0,0
21549,2015,6,17,20,2,12,24,12,22.60000038,61,995.4000244,31.10000038,SW,3.5,0,0
21550,2015,6,17,21,2,12,21,12,22.5,63,995.5999756,30.39999962,SW,7.099999905,0,0
21551,2015,6,17,22,2,18,21,18,23.10000038,69,996,29.39999962,SE,2.099999905,0,0
21552,2015,6,17,23,2,11,19,11,23.5,72,996.5999756,29.10000038,SW,3.200000048,0,0
21553,2015,6,18,0,2,9,23,9,23.79999924,77,996.9000244,28.29999924,SW,5.600000143,0,0
21554,2015,6,18,1,2,8,13,8,24.20000076,80,996.9000244,28,SW,7.700000048,0,0
21555,2015,6,18,2,2,8,19,8,24.20000076,83,996.9000244,27.39999962,SW,9,0,0
21556,2015,6,18,3,2,9,14,9,23.60000038,82,996.9000244,27,SW,10.39999998,0,0
21557,2015,6,18,4,2,6,14,6,23.89999962,89,997.0999756,25.89999962,NW,0.800000012,0,0
21558,2015,6,18,5,2,6,13,6,23.89999962,91,997.0999756,25.5,NW,1.800000012,0,0
21559,2015,6,18,6,2,6,14,6,23.89999962,91,997.5999756,25.5,cv,0.400000006,0,0
21560,2015,6,18,7,2,6,16,6,24.39999962,81,997.5999756,28,SW,2.099999905,0,0
21561,2015,6,18,8,2,9,18,9,24,74,997.5999756,29.20000076,SW,5.599999905,0,0
21562,2015,6,18,9,2,16,15,16,23.79999924,69,997.7999878,30.20000076,SW,9.19999981,0,0
21563,2015,6,18,10,2,17,18,17,23.29999924,63,997.5999756,31.20000076,SW,13.19999981,0,0
21564,2015,6,18,11,2,19,23,19,22.89999962,59,997.4000244,32,SW,16.69999981,0,0
21565,2015,6,18,12,2,18,25,18,22.10000038,53,997.2000122,33,SW,19.59999991,0,0
21566,2015,6,18,13,2,25,25,25,21.5,50,996.5,33.40000153,SW,23.59999991,0,0
21567,2015,6,18,14,2,24,32,24,22,51,995.9000244,33.59999847,SW,25.39999986,0,0
21568,2015,6,18,15,2,22,31,22,22.29999924,49,995.4000244,34.59999847,SW,26.89999986,0,0
21569,2015,6,18,16,2,19,23,19,21.79999924,47,995.0999756,34.79999924,NW,1.700000048,0,0
21570,2015,6,18,17,2,22,19,22,21.79999924,47,994.7999878,34.79999924,SW,0.800000012,0,0
21571,2015,6,18,18,2,27,24,27,25,62,994.7999878,33.29999924,NE,1,0,0
21572,2015,6,18,19,2,29,29,29,24.10000038,64,995.2999878,31.79999924,SW,1.700000048,0,0
21573,2015,6,18,20,2,21,31,21,24.20000076,68,995.7999878,30.89999962,SE,2.200000048,0,0
21574,2015,6,18,21,2,21,35,21,24.39999962,72,996,30.10000038,SE,4.100000024,0,0
21575,2015,6,18,22,2,27,30,27,25.20000076,81,997,28.79999924,SE,5,0,0
21576,2015,6,18,23,2,17,26,17,24.79999924,79,997.2999878,28.89999962,SE,6.899999976,0,0
21577,2015,6,19,0,2,8,18,8,24.70000076,79,997.4000244,28.79999924,SW,1.299999952,0,0
21578,2015,6,19,1,2,15,22,15,24.89999962,83,997.5999756,28.10000038,SW,3,0,0
21579,2015,6,19,2,2,12,15,12,24.89999962,85,997.2000122,27.70000076,SE,1.899999976,0,0
21580,2015,6,19,3,2,6,11,6,24.39999962,82,997.2000122,27.79999924,SW,2,0,0
21581,2015,6,19,4,2,3,8,3,23.89999962,82,997.2999878,27.29999924,SW,3.5,0,0
21582,2015,6,19,5,2,5,8,5,24.10000038,89,997.5999756,26.10000038,cv,0.200000003,0,0
21583,2015,6,19,6,2,3,13,3,23.89999962,91,997.7000122,25.5,NW,1.200000048,0,0
21584,2015,6,19,7,2,5,13,5,25.10000038,87,997.7999878,27.5,NE,0.699999988,0,0
21585,2015,6,19,8,2,7,16,7,23.79999924,74,998.2999878,29,SW,2.299999952,0,0
21586,2015,6,19,9,2,8,17,8,23,66,998.7000122,30.10000038,SW,4.700000047,0,0
21587,2015,6,19,10,2,14,19,14,23.20000076,61,998.5999756,31.70000076,SW,7.600000142,0,0
21588,2015,6,19,11,2,13,20,13,22.10000038,54,998.2000122,32.70000076,SW,10.20000005,0,0
21589,2015,6,19,12,2,17,23,17,21.79999924,51,997.9000244,33.40000153,SW,13.9000001,0,0
21590,2015,6,19,13,2,15,22,15,21.29999924,49,997.4000244,33.5,SW,16.5,0,0
21591,2015,6,19,14,2,22,31,22,21.89999962,49,997,34.20000076,SW,19.5,0,0
21592,2015,6,19,15,2,15,26,15,20.70000076,43,996.5999756,35.20000076,SW,22,0,0
21593,2015,6,19,16,2,16,19,16,21.79999924,47,996.2000122,34.79999924,SW,25.20000005,0,0
21594,2015,6,19,17,2,27,24,27,22.79999924,52,996,34.09999847,SE,2.599999905,0,0
21595,2015,6,19,18,2,14,24,14,23.29999924,56,996.0999756,33.29999924,SW,3.299999952,0,0
21596,2015,6,19,19,2,17,29,17,23.60000038,62,996.7999878,31.79999924,SE,2.200000048,0,0
21597,2015,6,19,20,2,19,28,19,23.39999962,67,997,30.29999924,SE,5.700000048,0,0
21598,2015,6,19,21,2,13,33,13,23.70000076,68,997.5,30.29999924,SW,2.900000095,0,0
21599,2015,6,19,22,2,16,28,16,24.20000076,72,998.2000122,29.79999924,SE,2.299999952,0,0
21600,2015,6,19,23,2,17,26,17,24.39999962,76,998.4000244,29.10000038,SE,3.699999928,0,0
21601,2015,6,20,0,2,17,26,17,24.20000076,77,998.2000122,28.70000076,SE,5.899999976,0,0
21602,2015,6,20,1,2,18,21,18,24.70000076,81,998.0999756,28.29999924,NE,0.699999988,0,0
21603,2015,6,20,2,2,14,26,14,24.5,85,998.2000122,27.29999924,NE,1.599999964,0,0
21604,2015,6,20,3,2,15,20,15,24.60000038,86,997.9000244,27.20000076,NE,2.49999994,0,0
21605,2015,6,20,4,2,14,17,14,24.5,90,998,26.29999924,NW,1.299999952,0,0
21606,2015,6,20,5,2,15,17,15,24.39999962,92,998.5,25.89999962,NW,3,0,0
21607,2015,6,20,6,2,18,20,18,24.20000076,92,999.0999756,25.70000076,NW,4.299999952,0,0
21608,2015,6,20,7,2,9,19,9,25.20000076,88,999.5,27.39999962,NW,5.299999952,0,0
21609,2015,6,20,8,2,10,29,10,24.79999924,70,999.5,31,SE,1,0,0
21610,2015,6,20,9,2,8,21,8,23.60000038,67,999.7000122,30.5,SW,1.5,0,0
21611,2015,6,20,10,2,10,20,10,23.79999924,66,999.5999756,30.89999962,SW,2.899999976,0,0
21612,2015,6,20,11,2,20,23,20,22.89999962,54,999.0999756,33.5,SE,1.899999976,0,0
21613,2015,6,20,12,2,21,28,21,22.89999962,52,998.4000244,34.20000076,SW,1.200000048,0,0
21614,2015,6,20,13,2,17,25,17,20.70000076,44,997.7999878,34.79999924,SW,2.600000024,0,0
21615,2015,6,20,14,2,17,24,17,21.39999962,45,997.2999878,35.20000076,SW,4.300000072,0,0
21616,2015,6,20,15,2,12,22,12,21.60000038,46,996.4000244,35,SW,7.100000024,0,0
21617,2015,6,20,16,2,10,18,10,20.10000038,43,996.2999878,34.5,SE,3.5,0,0
21618,2015,6,20,17,2,6,23,6,21.39999962,49,996,33.59999847,SE,8.199999809,0,0
21619,2015,6,20,18,2,6,18,6,21.29999924,51,996.2999878,32.79999924,SW,5.400000095,0,0
21620,2015,6,20,19,2,10,24,10,22.20000076,59,997,31.20000076,SW,8.30000019,0,0
21621,2015,6,20,20,2,15,19,15,23.10000038,67,997.7000122,29.89999962,SE,1.700000048,0,0
21622,2015,6,20,21,2,8,17,8,23.5,70,998,29.60000038,SE,3.799999953,0,0
21623,2015,6,20,22,2,12,10,12,23.70000076,72,998.5,29.29999924,SE,6.500000001,0,0
21624,2015,6,20,23,2,10,10,10,24.29999924,81,998.7000122,27.89999962,NE,2.299999952,0,0
21625,2015,6,21,0,2,7,14,7,24,81,998.5999756,27.60000038,NE,3.599999904,0,0
21626,2015,6,21,1,2,5,12,5,24,83,998.2999878,27.20000076,NE,5.199999928,0,0
21627,2015,6,21,2,2,13,17,13,24,87,998.2999878,26.39999962,NW,1,0,0
21628,2015,6,21,3,2,13,13,13,24.10000038,90,998,25.89999962,NW,2.799999952,0,0
21629,2015,6,21,4,2,21,21,21,24,90,998.0999756,25.79999924,NW,4.199999928,0,0
21630,2015,6,21,5,2,25,21,25,24,91,998,25.60000038,NW,5.299999952,0,0
21631,2015,6,21,6,2,15,25,15,23.89999962,91,997.9000244,25.5,NW,6.5,0,0
21632,2015,6,21,7,2,16,19,16,24.70000076,88,997.9000244,26.89999962,NW,7.600000024,0,0
21633,2015,6,21,8,2,8,17,8,24.39999962,71,997.7000122,30.29999924,NE,2.099999905,0,0
21634,2015,6,21,9,2,15,15,15,24,67,997.9000244,30.89999962,SE,2.099999905,0,0
21635,2015,6,21,10,2,12,16,12,23.89999962,64,997.9000244,31.60000038,SE,3.499999881,0,0
21636,2015,6,21,11,2,22,21,22,24,60,997.5,32.79999924,NE,2.200000048,0,0
21637,2015,6,21,12,2,18,20,18,23.39999962,59,997.0999756,32.5,NE,5,0,0
21638,2015,6,21,13,2,5,29,5,22.10000038,64,997.2999878,29.70000076,SE,7.699999809,0,0
21639,2015,6,21,14,2,7,19,7,24,88,996.4000244,26.20000076,NW,1.5,9.5,9.5
21640,2015,6,21,15,2,15,17,15,25.29999924,88,995.9000244,27.5,NW,3.900000095,0.300000012,9.800000012
21641,2015,6,21,16,2,16,19,16,25,76,995.5,29.70000076,NE,1.100000024,0,0
21642,2015,6,21,17,2,16,17,16,25.29999924,67,995.0999756,32.29999924,NE,2.300000072,0,0
21643,2015,6,21,18,2,5,20,5,24.29999924,76,995.4000244,29,NW,1.200000048,0.100000001,0.100000001
21644,2015,6,21,19,2,11,19,11,25.29999924,87,996.5,27.70000076,NE,3,0.899999976,0.999999977
21645,2015,6,21,20,2,16,17,16,23.5,88,996.5999756,25.70000076,NW,2.099999905,0.100000001,1.099999978
21646,2015,6,21,21,2,11,17,11,23.89999962,91,996.5999756,25.5,NW,3.899999857,0,0
21647,2015,6,21,22,2,13,21,13,24,92,997.2000122,25.5,NW,5.399999857,0,0
21648,2015,6,21,23,2,9,18,9,24,92,997.2000122,25.5,NW,6.999999881,0,0
21649,2015,6,22,0,2,9,15,9,24.20000076,93,997.2000122,25.5,NE,1.399999976,0,0
21650,2015,6,22,1,2,7,15,7,23.89999962,87,996.7999878,26.29999924,NE,2.799999952,0,0
21651,2015,6,22,2,2,6,12,6,23.89999962,84,996.4000244,26.89999962,NE,3.599999964,0,0
21652,2015,6,22,3,2,5,10,5,24.10000038,90,996.2999878,25.89999962,NE,5.899999916,3.099999905,3.099999905
21653,2015,6,22,4,2,3,12,3,23.70000076,90,995.5999756,25.5,NW,1,0,0
21654,2015,6,22,5,2,9,11,9,23.60000038,91,995.2999878,25.20000076,NW,1.899999976,0,0
21655,2015,6,22,6,2,9,16,9,23.60000038,92,995.7000122,25,NW,3.299999952,0.100000001,0.100000001
21656,2015,6,22,7,2,9,17,9,24.39999962,92,995.7000122,25.89999962,SW,0.899999976,0,0
21657,2015,6,22,8,2,13,21,13,24.10000038,73,995.5,29.5,NE,0.899999976,0,0
21658,2015,6,22,9,2,15,17,15,23.5,71,996.2000122,29.39999962,NE,3.800000071,0,0
21659,2015,6,22,10,2,12,22,12,24.20000076,74,996.2999878,29.39999962,SE,2.200000048,0,0
21660,2015,6,22,11,2,11,17,11,23.89999962,67,995.9000244,30.79999924,NE,4.699999809,0,0
21661,2015,6,22,12,2,10,9,10,24.20000076,65,995.4000244,31.60000038,NE,7.599999904,0,0
21662,2015,6,22,13,2,6,16,6,23.5,79,995.4000244,27.5,SW,5.5,0.800000012,0.800000012
21663,2015,6,22,14,2,6,12,6,24.70000076,90,994.7000122,26.5,NE,0.899999976,13.80000019,14.6000002
21664,2015,6,22,15,2,11,11,11,24.39999962,83,994.4000244,27.60000038,NW,0.899999976,0,0
21665,2015,6,22,16,2,9,15,9,25.5,80,993.9000244,29.39999962,SE,1.600000024,0,0
21666,2015,6,22,17,2,10,17,10,24,71,993.7999878,29.89999962,SE,3.800000072,0,0
21667,2015,6,22,18,2,7,26,7,23.60000038,72,994.0999756,29.20000076,SE,6.50000012,0,0
21668,2015,6,22,19,2,9,21,9,23.79999924,78,994.7000122,28.10000038,SW,1.5,0,0
21669,2015,6,22,20,2,15,23,15,24.39999962,86,995,27,NW,1.600000024,0,0
21670,2015,6,22,21,2,22,19,22,24.39999962,88,995.5999756,26.60000038,NW,3,0,0
21671,2015,6,22,22,2,16,20,16,24.10000038,82,996,27.5,NE,2.099999905,0,0
21672,2015,6,22,23,2,11,26,11,24,81,996.2000122,27.60000038,NE,3.999999881,0,0
21673,2015,6,23,0,2,12,19,12,23.89999962,81,995.5999756,27.5,SE,1.799999952,0,0
21674,2015,6,23,1,2,15,17,15,23.79999924,81,995.0999756,27.39999962,NE,2.400000095,0,0
21675,2015,6,23,2,2,15,14,15,23.79999924,83,994.9000244,27,NE,5.200000047,0,0
21676,2015,6,23,3,2,8,12,8,23.79999924,83,994.5,27,NE,7.400000095,0,0
21677,2015,6,23,4,2,8,21,8,23.89999962,87,994.5999756,26.29999924,SE,1.399999976,1.100000024,1.100000024
21678,2015,6,23,5,2,6,18,6,24.10000038,90,994.9000244,25.89999962,NE,2.5,1.799999952,2.899999976
21679,2015,6,23,6,2,6,15,6,24,89,995.2000122,26,NE,4.700000048,0,0
21680,2015,6,23,7,2,13,14,13,24,87,995.2999878,26.39999962,NE,7,0,0
21681,2015,6,23,8,2,12,19,12,24.20000076,88,995.5999756,26.39999962,NE,10.29999995,0,0
21682,2015,6,23,9,2,10,18,10,24.39999962,85,996,27.20000076,SE,2.799999952,0,0
21683,2015,6,23,10,2,8,17,8,24.60000038,87,996.5,27,SE,4.699999928,0.400000006,0.400000006
21684,2015,6,23,11,2,7,11,7,24.20000076,83,996.2999878,27.39999962,SE,7.49999988,1.600000024,2.00000003
21685,2015,6,23,12,2,7,12,7,24.39999962,83,996.0999756,27.60000038,SE,11.19999993,3,5.00000003
21686,2015,6,23,13,2,10,15,10,23.89999962,81,996.0999756,27.5,SE,13.60000002,0,0
21687,2015,6,23,14,2,6,12,6,24.60000038,80,995.7999878,28.39999962,SE,15.10000002,0,0
21688,2015,6,23,15,2,9,12,9,24.10000038,74,994.7000122,29.29999924,SE,17,0,0
21689,2015,6,23,16,2,7,18,7,24.10000038,70,994.4000244,30.20000076,NE,2.700000048,0,0
21690,2015,6,23,17,2,7,17,7,24.60000038,84,994.5999756,27.60000038,SE,1.899999976,1.899999976,1.899999976
21691,2015,6,23,18,2,15,15,15,24.5,88,995.2999878,26.70000076,SE,4.899999976,0.400000006,2.299999982
21692,2015,6,23,19,2,21,14,21,23.89999962,88,995.5999756,26.10000038,NE,2.200000048,0,0
21693,2015,6,23,20,2,16,22,16,23.5,90,996.2999878,25.29999924,NE,3.400000096,1,1
21694,2015,6,23,21,2,11,22,11,23.10000038,88,996.5999756,25.29999924,SE,1.299999952,0,0
21695,2015,6,23,22,2,7,13,7,23.20000076,92,997.7999878,24.60000038,SE,2.299999952,6.900000095,6.900000095
21696,2015,6,23,23,2,6,8,6,23,92,997.7999878,24.39999962,NE,1.600000024,2.400000095,9.30000019
21697,2015,6,24,0,2,6,11,6,23.10000038,92,997.5999756,24.5,NE,2.5,0,0
21698,2015,6,24,1,2,13,12,13,23.20000076,93,996.7000122,24.5,NW,1,0,0
21699,2015,6,24,2,2,20,15,20,23.29999924,93,996.2000122,24.60000038,SW,1.200000048,0,0
21700,2015,6,24,3,2,20,22,20,23.79999924,93,995.4000244,25.10000038,NE,1.299999952,0,0
21701,2015,6,24,4,2,20,27,20,24,93,995.7000122,25.29999924,SE,1.799999952,0,0
21702,2015,6,24,5,2,21,26,21,23.79999924,91,996.2999878,25.39999962,SE,5,0,0
21703,2015,6,24,6,2,3,26,3,24,92,996.5,25.39999962,NE,2.599999905,2.700000048,2.700000048
21704,2015,6,24,7,2,6,16,6,23.70000076,92,997.5,25.10000038,SE,1.899999976,1.200000048,3.900000096
21705,2015,6,24,8,2,5,12,5,23.70000076,90,997.5999756,25.5,SE,2.899999976,0.200000003,4.100000099
21706,2015,6,24,9,2,8,13,8,24.10000038,89,998.2000122,26.10000038,SW,0.699999988,0,0
21707,2015,6,24,10,2,9,16,9,24.29999924,86,997.7999878,26.89999962,SE,4.800000191,0.300000012,0.300000012
21708,2015,6,24,11,2,5,15,5,24.60000038,81,997.5999756,28.20000076,SE,8.000000239,0,0
21709,2015,6,24,12,2,5,16,5,24.10000038,76,997.5,28.79999924,SE,11.10000014,0,0
21710,2015,6,24,13,2,9,18,9,23.70000076,78,997.0999756,27.89999962,SE,15.20000005,0,0
21711,2015,6,24,14,2,11,11,11,24,77,996.9000244,28.5,SE,19.10000014,0,0
21712,2015,6,24,15,2,13,21,13,24.5,77,996.2999878,29,SE,21.30000019,0,0
21713,2015,6,24,16,2,18,21,18,24.29999924,77,995.7999878,28.79999924,SE,23.30000019,0,0
21714,2015,6,24,17,2,41,19,41,24.70000076,78,995.4000244,29,SE,24.40000022,0,0
21715,2015,6,24,18,2,27,23,27,24.89999962,80,995.4000244,28.79999924,SE,26.40000022,0,0
21716,2015,6,24,19,2,18,27,18,24.79999924,81,996,28.39999962,SE,28.30000019,0,0
21717,2015,6,24,20,2,18,34,18,24.5,83,996.5,27.70000076,SE,30.00000024,0,0
21718,2015,6,24,21,2,15,29,15,24.39999962,84,997,27.39999962,SE,31.70000029,0,0
21719,2015,6,24,22,2,12,25,12,24,82,997.7000122,27.39999962,SE,33.50000024,0,0
21720,2015,6,24,23,2,11,18,11,24.89999962,88,998.0999756,27.10000038,SE,35.20000029,0,0
21721,2015,6,25,0,2,15,17,15,24.5,86,997.7999878,27.10000038,SE,36.70000029,0,0
21722,2015,6,25,1,2,14,15,14,24.79999924,88,997.2999878,27,NE,1.100000024,0,0
